MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Access Time,Clock Frequency,DigiKey Programmable,Grade,Memory Format,Memory Interface,Memory Organization,Memory Size,Memory Type,Operating Temperature,Qualification,Series,Technology,Voltage - Supply,"Write Cycle Time - Word, Page"
23A1024-I/ST,Microchip Technology,IC SRAM 1MBIT SPI/QUAD 8TSSOP,memory,9127,2.6,"8-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MPD/ProductDocuments/DataSheets/23A102423LC1024-1-Mbit-SPI-Serial-SRAM-with-SDI-SQI-Interface-20005142.pdf,https://www.digikey.com/en/products/detail/microchip-technology/23A1024-I-ST/3543082,,20 MHz,Not Verified,,SRAM,SPI - Quad I/O,128K x 8,1Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM,1.7V ~ 2.2V,
23AA02M-I/SN,Microchip Technology,IC SRAM 2MBIT SPI/QUAD 8SOIC,memory,251,3.1,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MPD/ProductDocuments/DataSheets/23AA02M-23LCV02M-2-Mbit-SPI-SDI-SQI-143-Mhz-Serial-RAM-DS20006861.pdf,https://www.digikey.com/en/products/detail/microchip-technology/23AA02M-I-SN/22611656,7 ns,143 MHz,,,SRAM,SPI - Quad I/O,256K x 8,2Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Synchronous,1.7V ~ 3.6V,
23AA04M-I/SN,Microchip Technology,IC SRAM 4MBIT SPI/QUAD 8SOIC,memory,382,4.04,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MPD/ProductDocuments/DataSheets/23AA04M-23LCV04M-4-Mbit-SPI-SDI-SQI-143-Mhz-Serial-RAM-DS20006862.pdf,https://www.digikey.com/en/products/detail/microchip-technology/23AA04M-I-SN/22611650,7 ns,143 MHz,,,SRAM,SPI - Quad I/O,512K x 8,4Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Synchronous,1.7V ~ 3.6V,
23K256-I/P,Microchip Technology,IC SRAM 256KBIT SPI 20MHZ 8DIP,memory,303,1.41,"8-DIP (0.300"", 7.62mm)",Through Hole,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/22100F.pdf,https://www.digikey.com/en/products/detail/microchip-technology/23K256-I-P/2001112,,20 MHz,Not Verified,,SRAM,SPI,32K x 8,256Kbit,Volatile,-40°C ~ 85°C (TA),,,SRAM,2.7V ~ 3.6V,
23K256-I/SN,Microchip Technology,IC SRAM 256KBIT SPI 20MHZ 8SOIC,memory,3365,1.39,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/22100F.pdf,https://www.digikey.com/en/products/detail/microchip-technology/23K256-I-SN/2001113,,20 MHz,Not Verified,,SRAM,SPI,32K x 8,256Kbit,Volatile,-40°C ~ 85°C (TA),,,SRAM,2.7V ~ 3.6V,
23K256-I/ST,Microchip Technology,IC SRAM 256KBIT SPI 20MHZ 8TSSOP,memory,575,1.43,"8-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/22100F.pdf,https://www.digikey.com/en/products/detail/microchip-technology/23K256-I-ST/2001114,,20 MHz,Not Verified,,SRAM,SPI,32K x 8,256Kbit,Volatile,-40°C ~ 85°C (TA),,,SRAM,2.7V ~ 3.6V,
23K256T-I/SN,Microchip Technology,IC SRAM 256KBIT SPI 20MHZ 8SOIC,memory,4293,1.51,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/22100F.pdf,https://www.digikey.com/en/products/detail/microchip-technology/23K256T-I-SN/2001088,,20 MHz,Not Verified,,SRAM,SPI,32K x 8,256Kbit,Volatile,-40°C ~ 85°C (TA),,,SRAM,2.7V ~ 3.6V,
23K256T-I/ST,Microchip Technology,IC SRAM 256KBIT SPI 20MHZ 8TSSOP,memory,7144,1.56,"8-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/22100F.pdf,https://www.digikey.com/en/products/detail/microchip-technology/23K256T-I-ST/2001089,,20 MHz,Not Verified,,SRAM,SPI,32K x 8,256Kbit,Volatile,-40°C ~ 85°C (TA),,,SRAM,2.7V ~ 3.6V,
23LC1024-E/SN,Microchip Technology,IC SRAM 1MBIT SPI/QUAD 8SOIC,memory,11200,2.63,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/microchip-technology/23LC1024-E-SN/3597603,,16 MHz,Not Verified,,SRAM,SPI - Quad I/O,128K x 8,1Mbit,Volatile,-40°C ~ 125°C (TA),,,SRAM,2.5V ~ 5.5V,
23LC1024-I/P,Microchip Technology,IC SRAM 1MBIT SPI/QUAD 8DIP,memory,128,2.63,"8-DIP (0.300"", 7.62mm)",Through Hole,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20005142C.pdf,https://www.digikey.com/en/products/detail/microchip-technology/23LC1024-I-P/3543083,,20 MHz,Not Verified,,SRAM,SPI - Quad I/O,128K x 8,1Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM,2.5V ~ 5.5V,
23LC1024-I/SN,Microchip Technology,IC SRAM 1MBIT SPI/QUAD 8SOIC,memory,995,2.55,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/microchip-technology/23LC1024-I-SN/3543084,,20 MHz,Not Verified,,SRAM,SPI - Quad I/O,128K x 8,1Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM,2.5V ~ 5.5V,
23LC1024-I/ST,Microchip Technology,IC SRAM 1MBIT SPI/QUAD 8TSSOP,memory,4360,2.6,"8-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MPD/ProductDocuments/DataSheets/23A102423LC1024-1-Mbit-SPI-Serial-SRAM-with-SDI-SQI-Interface-20005142.pdf,https://www.digikey.com/en/products/detail/microchip-technology/23LC1024-I-ST/3543085,,20 MHz,Not Verified,,SRAM,SPI - Quad I/O,128K x 8,1Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM,2.5V ~ 5.5V,
23LC1024T-I/SN,Microchip Technology,IC SRAM 1MBIT SPI/QUAD 8SOIC,memory,10955,2.71,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/microchip-technology/23LC1024T-I-SN/3597509,,20 MHz,Not Verified,,SRAM,SPI - Quad I/O,128K x 8,1Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM,2.5V ~ 5.5V,
23LC1024T-I/ST,Microchip Technology,IC SRAM 1MBIT SPI/QUAD 8TSSOP,memory,8918,2.8,"8-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MPD/ProductDocuments/DataSheets/23A512-23LC512-512-Kbit-SPI-Serial-SRAM-with-SDI-and-SQI-Interface-20005155C.pdf,https://www.digikey.com/en/products/detail/microchip-technology/23LC1024T-I-ST/3597510,,20 MHz,Not Verified,,SRAM,SPI - Quad I/O,128K x 8,1Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM,2.5V ~ 5.5V,
23LC512-I/P,Microchip Technology,IC SRAM 512KBIT SPI/QUAD 8DIP,memory,149,1.89,"8-DIP (0.300"", 7.62mm)",Through Hole,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MPD/ProductDocuments/DataSheets/23A512-23LC512-512-Kbit-SPI-Serial-SRAM-with-SDI-and-SQI-Interface-20005155C.pdf,https://www.digikey.com/en/products/detail/microchip-technology/23LC512-I-P/3543089,,20 MHz,Not Verified,,SRAM,SPI - Quad I/O,64K x 8,512Kbit,Volatile,-40°C ~ 85°C (TA),,,SRAM,2.5V ~ 5.5V,
23LC512T-I/SN,Microchip Technology,IC SRAM 512KBIT SPI/QUAD 8SOIC,memory,4673,1.94,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/microchip-technology/23LC512T-I-SN/3597513,,20 MHz,Not Verified,,SRAM,SPI - Quad I/O,64K x 8,512Kbit,Volatile,-40°C ~ 85°C (TA),,,SRAM,2.5V ~ 5.5V,
23LCV1024-I/SN,Microchip Technology,IC SRAM 1MBIT SPI/DUAL 8SOIC,memory,11012,2.91,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/microchip-technology/23LCV1024-I-SN/3543093,,20 MHz,Not Verified,,SRAM,SPI - Dual I/O,128K x 8,1Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Synchronous,2.5V ~ 5.5V,
23LCV1024-I/ST,Microchip Technology,IC SRAM 1MBIT SPI/DUAL 8TSSOP,memory,588,2.96,"8-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MPD/ProductDocuments/DataSheets/23LCV1024-1Mbit-SPI-Serial-SRAM-with-Battery-Backup-and-SDI-Interface-20005156B.pdf,https://www.digikey.com/en/products/detail/microchip-technology/23LCV1024-I-ST/3543094,,20 MHz,Not Verified,,SRAM,SPI - Dual I/O,128K x 8,1Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Synchronous,2.5V ~ 5.5V,
23LCV1024T-I/SN,Microchip Technology,IC SRAM 1MBIT SPI/DUAL 8SOIC,memory,16900,3.12,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/microchip-technology/23LCV1024T-I-SN/3597517,,20 MHz,Not Verified,,SRAM,SPI - Dual I/O,128K x 8,1Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Synchronous,2.5V ~ 5.5V,
23LCV1024T-I/ST,Microchip Technology,IC SRAM 1MBIT SPI/DUAL 8TSSOP,memory,1704,3.18,"8-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MPD/ProductDocuments/DataSheets/23LCV512-512-Kbit-SPI-Serial-SRAM-with-Battery-Backup-and-SDI-Interface-DS20005157.pdf,https://www.digikey.com/en/products/detail/microchip-technology/23LCV1024T-I-ST/3597518,,20 MHz,Not Verified,,SRAM,SPI - Dual I/O,128K x 8,1Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Synchronous,2.5V ~ 5.5V,
23LCV512-I/SN,Microchip Technology,IC SRAM 512KBIT SPI/DUAL 8SOIC,memory,1267,2.07,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/microchip-technology/23LCV512-I-SN/3543096,,20 MHz,Not Verified,,SRAM,SPI - Dual I/O,64K x 8,512Kbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Synchronous,2.5V ~ 5.5V,
23LCV512-I/ST,Microchip Technology,IC SRAM 512KBIT SPI/DUAL 8TSSOP,memory,672,2.11,"8-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MPD/ProductDocuments/DataSheets/23LCV512-512-Kbit-SPI-Serial-SRAM-with-Battery-Backup-and-SDI-Interface-DS20005157.pdf,https://www.digikey.com/en/products/detail/microchip-technology/23LCV512-I-ST/3543097,,20 MHz,Not Verified,,SRAM,SPI - Dual I/O,64K x 8,512Kbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Synchronous,2.5V ~ 5.5V,
23LCV512T-I/SN,Microchip Technology,IC SRAM 512KBIT SPI/DUAL 8SOIC,memory,9377,2.26,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/microchip-technology/23LCV512T-I-SN/3597521,,20 MHz,Not Verified,,SRAM,SPI - Dual I/O,64K x 8,512Kbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Synchronous,2.5V ~ 5.5V,
4677,Adafruit Industries LLC,IC ESP-PSRAM64H 64MBIT 133MHZ,memory,6860,1.75,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://cdn-shop.adafruit.com/product-files/4677/4677_esp-psram64_esp-psram64h_datasheet_en.pdf,https://www.digikey.com/en/products/detail/adafruit-industries-llc/4677/13148775,,133 MHz,Not Verified,,PSRAM,SPI,8M x 8,64Mbit,Volatile,-40°C ~ 85°C,,,PSRAM (Pseudo SRAM),2.7V ~ 3.6V,
71024S15TYG,Renesas Electronics Corporation,IC SRAM 1MBIT PARALLEL 32SOJ,memory,2495,5.59,"32-BSOJ (0.300"", 7.62mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/71024S15TYG/2010946,15 ns,,Not Verified,,SRAM,Parallel,128K x 8,1Mbit,Volatile,0°C ~ 70°C (TA),,,SRAM - Asynchronous,4.5V ~ 5.5V,15ns
71024S15TYGI,Renesas Electronics Corporation,IC SRAM 1MBIT PARALLEL 32SOJ,memory,275,6.04,"32-BSOJ (0.300"", 7.62mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/71024S15TYGI/2010947,15 ns,,Not Verified,,SRAM,Parallel,128K x 8,1Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,4.5V ~ 5.5V,15ns
71024S15TYGI8,Renesas Electronics Corporation,IC SRAM 1MBIT PARALLEL 32SOJ,memory,267,6.0,"32-BSOJ (0.300"", 7.62mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/71024S15TYGI8/1915714,15 ns,,Not Verified,,SRAM,Parallel,128K x 8,1Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,4.5V ~ 5.5V,15ns
71V416L10BEG,Renesas Electronics Corporation,IC SRAM 4MBIT PARALLEL 48CABGA,memory,3815,13.82,48-TFBGA,Surface Mount,Active,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/71V416L10BEG/2013169,10 ns,,Not Verified,,SRAM,Parallel,256K x 16,4Mbit,Volatile,0°C ~ 70°C (TA),,,SRAM - Asynchronous,3V ~ 3.6V,10ns
71V416L10PHG,Renesas Electronics Corporation,IC SRAM 4MBIT PARALLEL 44TSOP II,memory,9091,12.43,"44-TSOP (0.400"", 10.16mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/71V416L10PHG/1915777,10 ns,,Not Verified,,SRAM,Parallel,256K x 16,4Mbit,Volatile,0°C ~ 70°C (TA),,,SRAM - Asynchronous,3V ~ 3.6V,10ns
71V416S10PHG8,Renesas Electronics Corporation,IC SRAM 4MBIT PARALLEL 44TSOP II,memory,4688,12.43,"44-TSOP (0.400"", 10.16mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/71V416S10PHG8/1916596,10 ns,,Not Verified,,SRAM,Parallel,256K x 16,4Mbit,Volatile,0°C ~ 70°C (TA),,,SRAM - Asynchronous,3V ~ 3.6V,10ns
71V416S15PHGI8,Renesas Electronics Corporation,IC SRAM 4MBIT PARALLEL 44TSOP II,memory,1500,13.03,"44-TSOP (0.400"", 10.16mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/71V416S15PHGI8/1916598,15 ns,,Not Verified,,SRAM,Parallel,256K x 16,4Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,3V ~ 3.6V,15ns
AS6C1008-55PCN,"Alliance Memory, Inc.",IC SRAM 1MBIT PARALLEL 32DIP,memory,1130,8.58,"32-DIP (0.600"", 15.24mm)",Through Hole,Active,https://www.alliancememory.com/wp-content/uploads/AS6C1008_Mar_2023V1.2.pdf,https://www.digikey.com/en/products/detail/alliance-memory-inc/AS6C1008-55PCN/4234576,55 ns,,Not Verified,,SRAM,Parallel,128K x 8,1Mbit,Volatile,0°C ~ 70°C (TA),,,SRAM - Asynchronous,2.7V ~ 5.5V,55ns
AS6C1008-55SIN,"Alliance Memory, Inc.",IC SRAM 1MBIT PARALLEL 32SOP,memory,5722,5.81,"32-SOIC (0.445"", 11.30mm Width)",Surface Mount,Active,https://www.alliancememory.com/wp-content/uploads/AS6C1008_Mar_2023V1.2.pdf,https://www.digikey.com/en/products/detail/alliance-memory-inc/AS6C1008-55SIN/4234577,55 ns,,Not Verified,,SRAM,Parallel,128K x 8,1Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.7V ~ 5.5V,55ns
AS6C1008-55TIN,"Alliance Memory, Inc.",IC SRAM 1MBIT PARALLEL 32TSOP I,memory,880,5.67,"32-TFSOP (0.724"", 18.40mm Width)",Surface Mount,Active,https://www.alliancememory.com/wp-content/uploads/AS6C1008_Mar_2023V1.2.pdf,https://www.digikey.com/en/products/detail/alliance-memory-inc/AS6C1008-55TIN/4234579,55 ns,,Not Verified,,SRAM,Parallel,128K x 8,1Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.7V ~ 5.5V,55ns
AS6C1616-55TIN,"Alliance Memory, Inc.",IC SRAM 16MBIT PARALLEL 48TSOP I,memory,3548,17.31,"48-TFSOP (0.724"", 18.40mm Width)",Surface Mount,Active,https://www.alliancememory.com/wp-content/uploads/AllianceMemory_16M_AS6C1616-TSOPI_August2020_v2.pdf,https://www.digikey.com/en/products/detail/alliance-memory-inc/AS6C1616-55TIN/4234581,55 ns,,Not Verified,,SRAM,Parallel,1M x 16,16Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.7V ~ 3.6V,55ns
AS6C3216A-55TIN,"Alliance Memory, Inc.",IC SRAM 32MBIT PARALLEL 48TSOP I,memory,2086,33.26,"48-TFSOP (0.724"", 18.40mm Width)",Surface Mount,Active,https://www.alliancememory.com/wp-content/uploads/AS6C3216A-55TIN.pdf,https://www.digikey.com/en/products/detail/alliance-memory-inc/AS6C3216A-55TIN/7101642,55 ns,,Not Verified,,SRAM,Parallel,2M x 16,32Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.7V ~ 3.6V,55ns
AS6C4008-55PCN,"Alliance Memory, Inc.",IC SRAM 4MBIT PARALLEL 32DIP,memory,1619,10.66,"32-DIP (0.600"", 15.24mm)",Through Hole,Active,https://www.alliancememory.com/wp-content/uploads/AS6C4008.pdf,https://www.digikey.com/en/products/detail/alliance-memory-inc/AS6C4008-55PCN/4234586,55 ns,,Not Verified,,SRAM,Parallel,512K x 8,4Mbit,Volatile,0°C ~ 70°C (TA),,,SRAM - Asynchronous,2.7V ~ 5.5V,55ns
AS6C4008-55PIN,"Alliance Memory, Inc.",IC SRAM 4MBIT PARALLEL 32DIP,memory,1656,14.98,"32-DIP (0.600"", 15.24mm)",Through Hole,Active,https://www.alliancememory.com/wp-content/uploads/AS6C4008.pdf,https://www.digikey.com/en/products/detail/alliance-memory-inc/AS6C4008-55PIN/4499026,55 ns,,Not Verified,,SRAM,Parallel,512K x 8,4Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.7V ~ 5.5V,55ns
AS6C4008-55SIN,"Alliance Memory, Inc.",IC SRAM 4MBIT PARALLEL 32SOP,memory,4231,8.45,"32-SOIC (0.445"", 11.30mm Width)",Surface Mount,Active,https://www.alliancememory.com/wp-content/uploads/AS6C4008.pdf,https://www.digikey.com/en/products/detail/alliance-memory-inc/AS6C4008-55SIN/4234587,55 ns,,Not Verified,,SRAM,Parallel,512K x 8,4Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.7V ~ 5.5V,55ns
AS6C4008-55ZIN,"Alliance Memory, Inc.",IC SRAM 4MBIT PARALLEL 32TSOP II,memory,1608,7.73,"32-SOIC (0.400"", 10.16mm Width)",Surface Mount,Active,https://www.alliancememory.com/wp-content/uploads/AS6C4008.pdf,https://www.digikey.com/en/products/detail/alliance-memory-inc/AS6C4008-55ZIN/4234590,55 ns,,Not Verified,,SRAM,Parallel,512K x 8,4Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.7V ~ 5.5V,55ns
AS6C4008-70SAN,"Alliance Memory, Inc.",IC SRAM 4MBIT PARALLEL 32SOP,memory,145,16.13,"32-SOIC (0.445"", 11.30mm Width)",Surface Mount,Active,https://www.alliancememory.com/wp-content/uploads/AllianceMemory_4MLowPower_AS6C4008-70SAN_Automotive_v1.0_March2019.pdf,https://www.digikey.com/en/products/detail/alliance-memory-inc/AS6C4008-70SAN/16678930,70 ns,,Not Verified,,SRAM,Parallel,512K x 8,4Mbit,Volatile,-40°C ~ 125°C (TA),,,SRAM - Asynchronous,2.7V ~ 5.5V,70ns
AS6C62256-55PCN,"Alliance Memory, Inc.",IC SRAM 256KBIT PARALLEL 28DIP,memory,7333,9.34,"28-DIP (0.600"", 15.24mm)",Through Hole,Active,https://www.alliancememory.com/wp-content/uploads/AS6C62256-23-March-2016-rev1.2.pdf,https://www.digikey.com/en/products/detail/alliance-memory-inc/AS6C62256-55PCN/4234592,55 ns,,Not Verified,,SRAM,Parallel,32K x 8,256Kbit,Volatile,0°C ~ 70°C (TA),,,SRAM - Asynchronous,2.7V ~ 5.5V,55ns
AS6C62256-55SCN,"Alliance Memory, Inc.",IC SRAM 256KBIT PARALLEL 28SOP,memory,638,6.71,"28-SOIC (0.330"", 8.38mm Width)",Surface Mount,Active,https://www.alliancememory.com/wp-content/uploads/AS6C62256-23-March-2016-rev1.2.pdf,https://www.digikey.com/en/products/detail/alliance-memory-inc/AS6C62256-55SCN/4234593,55 ns,,Not Verified,,SRAM,Parallel,32K x 8,256Kbit,Volatile,0°C ~ 70°C (TA),,,SRAM - Asynchronous,2.7V ~ 5.5V,55ns
AS6C62256-55SIN,"Alliance Memory, Inc.",IC SRAM 256KBIT PARALLEL 28SOP,memory,687,7.09,"28-SOIC (0.330"", 8.38mm Width)",Surface Mount,Active,https://www.alliancememory.com/wp-content/uploads/AS6C62256-23-March-2016-rev1.2.pdf,https://www.digikey.com/en/products/detail/alliance-memory-inc/AS6C62256-55SIN/4234594,55 ns,,Not Verified,,SRAM,Parallel,32K x 8,256Kbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.7V ~ 5.5V,55ns
AS6C62256-55SINTR,"Alliance Memory, Inc.",IC SRAM 256KBIT PARALLEL 28SOP,memory,2191,6.49,"28-SOIC (0.330"", 8.38mm Width)",Surface Mount,Active,https://www.alliancememory.com/wp-content/uploads/AS6C62256-23-March-2016-rev1.2.pdf,https://www.digikey.com/en/products/detail/alliance-memory-inc/AS6C62256-55SINTR/4498610,55 ns,,Not Verified,,SRAM,Parallel,32K x 8,256Kbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.7V ~ 5.5V,55ns
AS6C6264-55PCN,"Alliance Memory, Inc.",IC SRAM 64KBIT PARALLEL 28DIP,memory,1611,8.8,"28-DIP (0.600"", 15.24mm)",Through Hole,Active,https://www.alliancememory.com/wp-content/uploads/Alliance-Memory_64K_AS6C6264v2.0July2017.pdf,https://www.digikey.com/en/products/detail/alliance-memory-inc/AS6C6264-55PCN/4234595,55 ns,,Not Verified,,SRAM,Parallel,8K x 8,64Kbit,Volatile,0°C ~ 70°C (TA),,,SRAM - Asynchronous,2.7V ~ 5.5V,55ns
AS6C6264-55SCN,"Alliance Memory, Inc.",IC SRAM 64KBIT PARALLEL 28SOP,memory,841,6.22,"28-SOIC (0.330"", 8.38mm Width)",Surface Mount,Active,https://www.alliancememory.com/wp-content/uploads/Alliance-Memory_64K_AS6C6264v2.0July2017.pdf,https://www.digikey.com/en/products/detail/alliance-memory-inc/AS6C6264-55SCN/4234596,55 ns,,Not Verified,,SRAM,Parallel,8K x 8,64Kbit,Volatile,0°C ~ 70°C (TA),,,SRAM - Asynchronous,2.7V ~ 5.5V,55ns
AS6C6264-55SIN,"Alliance Memory, Inc.",IC SRAM 64KBIT PARALLEL 28SOP,memory,881,5.31,"28-SOIC (0.330"", 8.38mm Width)",Surface Mount,Active,https://www.alliancememory.com/wp-content/uploads/Alliance-Memory_64K_AS6C6264v2.0July2017.pdf,https://www.digikey.com/en/products/detail/alliance-memory-inc/AS6C6264-55SIN/4234597,55 ns,,Not Verified,,SRAM,Parallel,8K x 8,64Kbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.7V ~ 5.5V,55ns
AS6C6416-55TIN,"Alliance Memory, Inc.",IC SRAM 64MBIT PARALLEL 48TSOP I,memory,120,51.54,"48-TFSOP (0.724"", 18.40mm Width)",Surface Mount,Active,https://www.alliancememory.com/wp-content/uploads/Alliance-Memory_64M_AS6C6416-55TIN-v1.0-July-2017.pdf,https://www.digikey.com/en/products/detail/alliance-memory-inc/AS6C6416-55TIN/7791412,55 ns,,Not Verified,,SRAM,Parallel,4M x 16,64Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.7V ~ 3.6V,55ns
AS6C8008-55ZIN,"Alliance Memory, Inc.",IC SRAM 8MBIT PARALLEL 44TSOP II,memory,2843,10.95,"44-TSOP (0.400"", 10.16mm Width)",Surface Mount,Active,https://www.alliancememory.com/wp-content/uploads/AllianceMemory_8M_LPSRAM_AS6C8008_v1.1_May202021.pdf,https://www.digikey.com/en/products/detail/alliance-memory-inc/AS6C8008-55ZIN/4234598,55 ns,,Not Verified,,SRAM,Parallel,1M x 8,8Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.7V ~ 5.5V,55ns
AS6C8016-55BIN,"Alliance Memory, Inc.",IC SRAM 8MBIT PARALLEL 48TFBGA,memory,480,13.75,48-LFBGA,Surface Mount,Active,https://www.alliancememory.com/wp-content/uploads/AS6C8016.pdf,https://www.digikey.com/en/products/detail/alliance-memory-inc/AS6C8016-55BIN/4234599,55 ns,,Not Verified,,SRAM,Parallel,512K x 16,8Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.7V ~ 5.5V,55ns
AS6C8016-55ZIN,"Alliance Memory, Inc.",IC SRAM 8MBIT PARALLEL 44TSOP II,memory,3522,10.95,"44-TSOP (0.400"", 10.16mm Width)",Surface Mount,Active,https://www.alliancememory.com/wp-content/uploads/AS6C8016.pdf,https://www.digikey.com/en/products/detail/alliance-memory-inc/AS6C8016-55ZIN/4234600,55 ns,,Not Verified,,SRAM,Parallel,512K x 16,8Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.7V ~ 5.5V,55ns
AS7C256A-10TCN,"Alliance Memory, Inc.",IC SRAM 256KBIT PAR 28TSOP I,memory,6855,4.99,"28-TSSOP (0.465"", 11.80mm Width)",Surface Mount,Active,https://www.alliancememory.com/wp-content/uploads/as7c256av.1.2.pdf,https://www.digikey.com/en/products/detail/alliance-memory-inc/AS7C256A-10TCN/4499005,10 ns,,Not Verified,,SRAM,Parallel,32K x 8,256Kbit,Volatile,0°C ~ 70°C (TA),,,SRAM - Asynchronous,4.5V ~ 5.5V,10ns
AS7C34096A-12JCN,"Alliance Memory, Inc.",IC SRAM 4MBIT PARALLEL 36SOJ,memory,288,12.42,"36-BSOJ (0.400"", 10.16mm Width)",Surface Mount,Active,https://www.alliancememory.com/wp-content/uploads/as7c34096a_v2.2.pdf,https://www.digikey.com/en/products/detail/alliance-memory-inc/AS7C34096A-12JCN/4234619,12 ns,,Not Verified,,SRAM,Parallel,512K x 8,4Mbit,Volatile,0°C ~ 70°C (TA),,,SRAM - Asynchronous,3V ~ 3.6V,12ns
