MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Current - Supply,Data Rate,DigiKey Programmable,Function,Grade,Input Type,Interface,Number of Inputs,Number of Outputs,Operating Temperature,Output Type,Protocol,Qualification,Series,Standards,Voltage - Supply
ADM6995LCX-AC-T-1,Infineon Technologies,IC ETHERNET SW CTRLR 128QFP,pmic-supervisors,0,3.09133,128-BFQFP,,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/infineon-technologies/ADM6995LCX-AC-T-1/1280760,,,Not Verified,,,,,,,0°C ~ 115°C,,,,,,3.135V ~ 3.465V
ADM6996A1T3,Infineon Technologies,IC SWITCH CTRLR 10/100 128QFP,pmic-supervisors,0,3.42423,128-BFQFP,,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/infineon-technologies/ADM6996A1T3/1016125,,,Not Verified,Switch,,,Parallel,,,0°C ~ 115°C,,Ethernet,,,10/100 Base-T/TX PHY,2.8V ~ 3.465V
ADM6996A2T1,Infineon Technologies,IC SWITCH CTRLR 10/100 128QFP,pmic-supervisors,0,3.27771,128-BFQFP,,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/infineon-technologies/ADM6996A2T1/1016130,,,Not Verified,Switch,,,Parallel,,,0°C ~ 115°C,,Ethernet,,,10/100 Base-T/TX PHY,2.8V ~ 3.465V
ADM6996FAAT1,Infineon Technologies,IC SWITCH CTRLR 10/100 128QFP,pmic-supervisors,0,3.75417,128-BFQFP,,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/infineon-technologies/ADM6996FAAT1/1016135,,,Not Verified,Switch,,,Parallel,,,0°C ~ 115°C,,Ethernet,,,10/100 Base-T/TX PHY,2.8V ~ 3.465V
ADM6996FCX-AC-T-1,Infineon Technologies,IC ETHERNET SW CTRLR 128QFP,pmic-supervisors,0,3.46839,128-BFQFP,,Discontinued at DigiKey,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/985/ADM6996M%2CI%2CLC%2CFC.pdf,https://www.digikey.com/en/products/detail/infineon-technologies/ADM6996FCX-AC-T-1/1280761,,,Not Verified,Switch,,,Parallel,,,0°C ~ 115°C,,Ethernet,,,10/100 Base-T/TX PHY,2.8V ~ 3.465V
ADM6996FCX-AD-R-1,Infineon Technologies,IC SWITCH ETHER 5PORT 128-FQFP,pmic-supervisors,0,3.13714,128-BFQFP,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/985/ADM6996M%2CI%2CLC%2CFC.pdf,https://www.digikey.com/en/products/detail/infineon-technologies/ADM6996FCX-AD-R-1/2080523,,,Not Verified,Switch,,,Parallel,,,0°C ~ 115°C,,Ethernet,,,10/100 Base-T/TX PHY,2.8V ~ 3.465V
ADM6996FCX-AD-T-1,Infineon Technologies,IC SWITCH ETHER 5PORT 128-FQFP,pmic-supervisors,0,3.33938,128-BFQFP,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/985/ADM6996M%2CI%2CLC%2CFC.pdf,https://www.digikey.com/en/products/detail/infineon-technologies/ADM6996FCX-AD-T-1/2080524,,,Not Verified,Switch,,,Parallel,,,0°C ~ 115°C,,Ethernet,,,10/100 Base-T/TX PHY,2.8V ~ 3.465V
ADM6996FHX-AC-T-1,Infineon Technologies,IC ETHERNET SW CTRLR 128QFP,pmic-supervisors,0,4.46642,128-BFQFP,,Obsolete,,https://www.digikey.com/en/products/detail/infineon-technologies/ADM6996FHX-AC-T-1/1280762,,,Not Verified,Switch,,,Parallel,,,0°C ~ 115°C,,Ethernet,,,10/100 Base-T/TX PHY,2.8V ~ 3.465V
ADM6996IX-AD-R-1,Infineon Technologies,IC SWITCH ETHER 5PORT 128-FQFP,pmic-supervisors,0,4.07476,128-BFQFP,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/985/ADM6996M%2CI%2CLC%2CFC.pdf,https://www.digikey.com/en/products/detail/infineon-technologies/ADM6996IX-AD-R-1/2080526,,,Not Verified,Switch,,,Parallel,,,0°C ~ 115°C,,Ethernet,,,10/100 Base-T/TX PHY,2.8V ~ 3.465V
ADM6996LAAT1,Infineon Technologies,IC SWITCH CTRLR 10/100 128QFP,pmic-supervisors,0,3.67897,128-BFQFP,,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/infineon-technologies/ADM6996LAAT1/1016139,,,Not Verified,Switch,,,Parallel,,,0°C ~ 115°C,,Ethernet,,,10/100 Base-T/TX PHY,2.8V ~ 3.465V
ADM6996LC-AC-R-1,Infineon Technologies,IC ETHERNET SW CTRLR 128QFP,pmic-supervisors,0,3.52146,128-BFQFP,,Discontinued at DigiKey,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/985/ADM6996M%2CI%2CLC%2CFC.pdf,https://www.digikey.com/en/products/detail/infineon-technologies/ADM6996LC-AC-R-1/1280763,,,Not Verified,Switch,,,Parallel,,,0°C ~ 115°C,,Ethernet,,,10/100 Base-T/TX PHY,2.8V ~ 3.465V
ADM6996LC-AC-T-1,Infineon Technologies,LAN CONTROLLER,pmic-supervisors,104051,4.21,128-BFQFP,,Active,https://rocelec.widen.net/view/pdf/m6fbspru7f/INFNS08332-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/ADM6996LC-AC-T-1/12111842,,,Not Verified,Switch,,,RMII,,,,,Ethernet,,Samurai,10/100 Base-T/TX PHY,
ADM6996LCX-AC-T-1,Infineon Technologies,IC ETHERNET SW CTRLR 128QFP,pmic-supervisors,0,3.48335,128-LQFP,,Discontinued at DigiKey,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/985/ADM6996M%2CI%2CLC%2CFC.pdf,https://www.digikey.com/en/products/detail/infineon-technologies/ADM6996LCX-AC-T-1/1280764,,,Not Verified,Switch,,,Parallel,,,0°C ~ 115°C,,Ethernet,,,10/100 Base-T/TX PHY,2.8V ~ 3.465V
ADM6996LCX-AD-R-1,Infineon Technologies,IC SWITCH ETHER 5PORT 128-FQFP,pmic-supervisors,0,3.49338,128-LQFP,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/985/ADM6996M%2CI%2CLC%2CFC.pdf,https://www.digikey.com/en/products/detail/infineon-technologies/ADM6996LCX-AD-R-1/2080528,,,Not Verified,Switch,,,Parallel,,,0°C ~ 115°C,,Ethernet,,,10/100 Base-T/TX PHY,2.8V ~ 3.465V
ADM6996LCX-AD-T-1,Infineon Technologies,IC SWITCH ETHER 5PORT 128-FQFP,pmic-supervisors,0,3.502,128-LQFP,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/985/ADM6996M%2CI%2CLC%2CFC.pdf,https://www.digikey.com/en/products/detail/infineon-technologies/ADM6996LCX-AD-T-1/2080529,,,Not Verified,Switch,,,Parallel,,,0°C ~ 115°C,,Ethernet,,,10/100 Base-T/TX PHY,2.8V ~ 3.465V
ADM6996LHX-AC-T-1,Infineon Technologies,IC ETHERNET SW CTRLR 128QFP,pmic-supervisors,0,4.46642,128-BFQFP,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/797/ADM6996L.pdf,https://www.digikey.com/en/products/detail/infineon-technologies/ADM6996LHX-AC-T-1/1280765,,,Not Verified,Switch,,,Parallel,,,0°C ~ 115°C,,Ethernet,,,10/100 Base-T/TX PHY,2.8V ~ 3.465V
ADM6996LX-AA-R-1,Infineon Technologies,IC ETHERNET SW CTRLR 128QFP,pmic-supervisors,0,4.22998,128-BFQFP,,Discontinued at DigiKey,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/797/ADM6996L.pdf,https://www.digikey.com/en/products/detail/infineon-technologies/ADM6996LX-AA-R-1/1280766,,,Not Verified,Switch,,,Parallel,,,0°C ~ 115°C,,Ethernet,,,10/100 Base-T/TX PHY,2.8V ~ 3.465V
ADM6996LX-AA-T-1,Infineon Technologies,IC SW TX/FX CTRLR/PHY/MEM 128QFP,pmic-supervisors,0,3.67897,128-BFQFP,,Discontinued at DigiKey,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/797/ADM6996L.pdf,https://www.digikey.com/en/products/detail/infineon-technologies/ADM6996LX-AA-T-1/954416,,,Not Verified,Switch,,,Parallel,,,0°C ~ 115°C,,Ethernet,,,10/100 Base-T/TX PHY,2.8V ~ 3.465V
ADM6996MX-AD-T-1,Infineon Technologies,IC SWITCH ETHER 5PORT 128-FQFP,pmic-supervisors,0,3.59223,128-BFQFP,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/985/ADM6996M%2CI%2CLC%2CFC.pdf,https://www.digikey.com/en/products/detail/infineon-technologies/ADM6996MX-AD-T-1/2080530,,,Not Verified,Switch,,,Parallel,,,0°C ~ 115°C,,Ethernet,,,10/100 Base-T/TX PHY,2.8V ~ 3.465V
ADM6999UX-A2-T-1,Infineon Technologies,IC ETHERNET SW CTRLR 128QFP,pmic-supervisors,0,3.71595,128-BFQFP,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1056/ADM6999U%2CUX.pdf,https://www.digikey.com/en/products/detail/infineon-technologies/ADM6999UX-A2-T-1/1280768,,,Not Verified,,,,,,,0°C ~ 115°C,,,,,,2.8V ~ 3.465V
ADM6999X-A2-T-1,Infineon Technologies,IC SWITCH CTRLR 10/100 128-FQFP,pmic-supervisors,0,4.04435,128-BFQFP,,Obsolete,,https://www.digikey.com/en/products/detail/infineon-technologies/ADM6999X-A2-T-1/1016137,,,Not Verified,,,,,,,0°C ~ 115°C,,,,,,2.8V ~ 3.465V
ADM7001X-AC-R-1,Infineon Technologies,IC PHY SINGLE ETHERNET 48-LQFP,pmic-supervisors,0,1.16962,48-LQFP Exposed Pad,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1024/ADM7001_X_DS_green%2Bversion_1.pdf,https://www.digikey.com/en/products/detail/infineon-technologies/ADM7001X-AC-R-1/1280769,,,Not Verified,Controller,,,Parallel,,,0°C ~ 115°C,,Ethernet,,,10/100 Base-T PHY,3.135V ~ 3.465V
ADM7001X-AC-T-1,Infineon Technologies,IC SWITCH CTRLR 10/100 48LQFP,pmic-supervisors,0,1.16077,48-LQFP Exposed Pad,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1024/ADM7001_X_DS_green%2Bversion_1.pdf,https://www.digikey.com/en/products/detail/infineon-technologies/ADM7001X-AC-T-1/1016133,,,Not Verified,Controller,,,Parallel,,,0°C ~ 115°C,,Ethernet,,,10/100 Base-T PHY,3.135V ~ 3.465V
ADM7008A3T1,Infineon Technologies,IC SWITCH CTRLR 10/100 128QFP,pmic-supervisors,0,3.11926,128-BFQFP,,Obsolete,,https://www.digikey.com/en/products/detail/infineon-technologies/ADM7008A3T1/1016126,,,Not Verified,,,,,,,,,,,,,3V ~ 3.6V
ADM7008XA3T1,Infineon Technologies,IC SWITCH CTRLR 10/100 128QFP,pmic-supervisors,0,3.11926,128-BFQFP,,Obsolete,,https://www.digikey.com/en/products/detail/infineon-technologies/ADM7008XA3T1/1016124,,,Not Verified,,,,,,,,,,,,,3V ~ 3.6V
ADM8511X-CC-T-1,Infineon Technologies,IC ETHERNET USB NETWORK 100-LQFP,pmic-supervisors,0,3.83737,100-LQFP,,Discontinued at DigiKey,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/952/ADM8511%2CX.pdf,https://www.digikey.com/en/products/detail/infineon-technologies/ADM8511X-CC-T-1/1280771,150mA,,Not Verified,Controller,,,USB,,,-40°C ~ 125°C,,Ethernet,,,"IEEE 802.3, 10/100 Base-T/TX PHY",3V ~ 3.6V
ADM8513X-AD-T-1,Infineon Technologies,IC CTRLR USB TO EHTERNET 48-LQFP,pmic-supervisors,0,3.11801,48-LQFP Exposed Pad,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/966/ADM8513_X_DS_green%2Bversion.pdf,https://www.digikey.com/en/products/detail/infineon-technologies/ADM8513X-AD-T-1/1280772,150mA,,Not Verified,"Bridge, USB to Ethernet",,,USB,,,-40°C ~ 125°C,,Ethernet,,,"USB 1.1, 10/100 Base-T/TX PHY",3V ~ 3.6V
ADM8515X-AC-T-1,Infineon Technologies,IC CTRLR LAND USB-ETHER 100-LQFP,pmic-supervisors,0,5.6394,100-LQFP,,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/infineon-technologies/ADM8515X-AC-T-1/1280773,,,Not Verified,"Bridge, USB to Ethernet",,,USB,,,0°C ~ 70°C,,Ethernet,,,"USB 2.0, 10/100 Base-T/TX PHY",3V ~ 3.6V
AL8116W6-7,Diodes Incorporated,"LED OFFLINE DRIVER,SOT26",pmic-supervisors,4698,0.54,SOT-23-6,,Active,https://www.diodes.com/assets/Datasheets/AL8116.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AL8116W6-7/12175914,,,,Controller,,,,,,-40°C ~ 105°C (TA),,,,,,10V ~ 56V
AM79C30AJC/D,Advanced Micro Devices,DIGITAL SUBSCRIBER CONTROLLER C,pmic-supervisors,1406,27.91,-,,Active,https://rocelec.widen.net/view/pdf/cd8uc0fihs/AMDIS02617-1.pdf,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AM79C30AJC-D/12616766,,,Not Verified,,,,,,,,,,,*,,
AM79C30AJC/DTR,Advanced Micro Devices,DIGITAL SUBSCRIBER CONTROLLER,pmic-supervisors,2000,27.91,-,,Active,https://rocelec.widen.net/view/pdf/cd8uc0fihs/AMDIS02617-1.pdf,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AM79C30AJC-DTR/12101132,,,,,,,,,,,,,,*,,
AM79C30AJC/E,Advanced Micro Devices,DIGITAL SUBSCRIBER CONTROLLER C,pmic-supervisors,50,27.91,-,,Active,https://rocelec.widen.net/view/pdf/cd8uc0fihs/AMDIS02617-1.pdf,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AM79C30AJC-E/12614231,,,Not Verified,,,,,,,,,,,*,,
AM79C30AJC/E3,Advanced Micro Devices,DIGITAL SUBSCRIBER CONTROLLER C,pmic-supervisors,87,27.91,-,,Active,https://rocelec.widen.net/view/pdf/cd8uc0fihs/AMDIS02617-1.pdf,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AM79C30AJC-E3/12614646,,,Not Verified,,,,,,,,,,,*,,
AM79C30AJC/E4,Advanced Micro Devices,DIGITAL SUBSCRIBER CONTROLLER C,pmic-supervisors,686,27.91,-,,Active,https://rocelec.widen.net/view/pdf/cd8uc0fihs/AMDIS02617-1.pdf,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AM79C30AJC-E4/12608348,,,Not Verified,,,,,,,,,,,*,,
AM79C32AJC/D,Advanced Micro Devices,DIGITAL SUBSCRIBER CONTROLLER C,pmic-supervisors,778,21.33,-,,Active,,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AM79C32AJC-D/12603536,,,Not Verified,,,,,,,,,,,*,,
AM79C32AJC/E,Advanced Micro Devices,DIGITAL SUBSCRIBER CONTROLLER C,pmic-supervisors,102,21.33,-,,Active,,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AM79C32AJC-E/12606999,,,Not Verified,,,,,,,,,,,*,,
AM79C90JC,"Rochester Electronics, LLC",CMOS LOCAL AREA NETWORK CONTROLL,pmic-supervisors,10987,65.06,-,,Active,https://rocelec.widen.net/view/pdf/ucw2coz4sx/AMDIS01362-1.pdf,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AM79C90JC/12614623,,,Not Verified,,,,,,,,,,,*,,
AM79C90JC-G,"Rochester Electronics, LLC",AM79C90JC,pmic-supervisors,14417,61.44,-,,Active,https://rocelec.widen.net/view/pdf/ucw2coz4sx/AMDIS01362-1.pdf,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AM79C90JC-G/12712056,,,Not Verified,,,,,,,,,,,*,,
AM79C940BJI,"Rochester Electronics, LLC",MEDIA ACCESS CONTROLLER FOR ETHE,pmic-supervisors,981,77.56,-,,Active,https://rocelec.widen.net/view/pdf/brvdvx68ud/RE_DScover_AM79C940B.pdf,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AM79C940BJI/12618027,,,Not Verified,,,,,,,,,,,*,,
AM79C940BKI,"Rochester Electronics, LLC",MEDIA ACCESS CONTROLLER FOR ETHE,pmic-supervisors,4634,76.5,-,,Active,https://rocelec.widen.net/view/pdf/brvdvx68ud/RE_DScover_AM79C940B.pdf,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AM79C940BKI/12602689,,,Not Verified,,,,,,,,,,,*,,
AM79C961AVC,"Rochester Electronics, LLC",IC MCU,pmic-supervisors,9168,98.32,-,,Active,https://rocelec.widen.net/view/pdf/wpswwph1bq/AMDIS00423-1.pdf,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AM79C961AVC/12613396,,,Not Verified,,,,,,,,,,,*,,
AM79C961AVI,"Rochester Electronics, LLC",IC MCU,pmic-supervisors,1801,103.46,-,,Active,https://rocelec.widen.net/view/pdf/wpswwph1bq/AMDIS00423-1.pdf,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AM79C961AVI/12606338,,,Not Verified,,,,,,,,,,,*,,
AM79C970AVC-G,"Rochester Electronics, LLC",Ethernet Controller,pmic-supervisors,18110,67.72,-,,Active,https://rocelec.widen.net/view/pdf/fogfpr9gdr/AMDIS00496-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AM79C970AVC-G/12614299,,,Not Verified,,,,,,,,,,,*,,
AM79C976KC,Advanced Micro Devices,10/100 PCI ETHERNET CONTROLLER,pmic-supervisors,30834,15.95,-,,Active,,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AM79C976KC/12101136,,,,,,,,,,,,,,*,,
AM79C984AJC,"Rochester Electronics, LLC",ENHANCED INTEGRATED MULTIPORT,pmic-supervisors,3789,80.28,-,,Active,https://rocelec.widen.net/view/pdf/mfuyvpr3dt/AMDIS01379-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AM79C984AJC/12710720,,,Not Verified,,,,,,,,,,,*,,
AM79C988BJC,Advanced Micro Devices,"ETHERNET TRANSCVR, 4-TRNSVR",pmic-supervisors,29088,6.26,44-LCC (J-Lead),,Active,https://rocelec.widen.net/view/pdf/6sjhg6pvih/AMDIS01889-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AM79C988BJC/12102033,,,,,,,,,,,,,,,,
AM79C989JC,Advanced Micro Devices,QUAD ETHERNET SWITCHING TXVR,pmic-supervisors,1338,8.03,44-LCC (J-Lead),,Active,https://rocelec.widen.net/view/pdf/bximborzba/AMDIS03758-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AM79C989JC/12100584,,,,,,,,,,,,,,,,
AM79C989JC/T,Advanced Micro Devices,QUAD ETHERNET SWITCHING TXVR,pmic-supervisors,15000,8.03,44-LCC (J-Lead),,Active,https://rocelec.widen.net/view/pdf/pg2nvuxndq/AMDID00090-1-269.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AM79C989JC-T/12101546,,,,,,,,,,,,,,,,
AM9516A-1PC,Advanced Micro Devices,UNIVERSAL DMA CONTROLLER,pmic-supervisors,100,87.26,48-DIP,,Active,https://rocelec.widen.net/view/pdf/vfvdkuc8zy/AMDIS02359-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AM9516A-1PC/12101896,350mA,,Not Verified,Controller,,,Bus,,,0°C ~ 70°C (TA),,,,,,4.75V ~ 5.25V
AM9516A-6JC,Advanced Micro Devices,UNIVERSAL DMA CONTROLLER (UDC),pmic-supervisors,49,64.96,68-LCC (J-Lead),,Active,https://rocelec.widen.net/view/pdf/vfvdkuc8zy/AMDIS02359-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AM9516A-6JC/12102750,350mA,,Not Verified,Controller,,,Bus,,,0°C ~ 70°C (TA),,,,,,4.75V ~ 5.25V
AM9516A-8JC,Advanced Micro Devices,UNIVERSAL DMA CONTROLLER (UDC),pmic-supervisors,722,77.96,68-LCC (J-Lead),,Active,https://rocelec.widen.net/view/pdf/vfvdkuc8zy/AMDIS02359-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AM9516A-8JC/12102491,350mA,,Not Verified,Controller,,,Bus,,,0°C ~ 70°C (TA),,,,,,4.75V ~ 5.25V
AM9516A-8PC,Advanced Micro Devices,UNIVERSAL DMA CONTROLLER (UDC),pmic-supervisors,4459,61.68,48-DIP,,Active,https://rocelec.widen.net/view/pdf/vfvdkuc8zy/AMDIS02359-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AM9516A-8PC/12102853,350mA,,Not Verified,Controller,,,Bus,,,0°C ~ 70°C (TA),,,,,,4.75V ~ 5.25V
AM9517A-5JC,Advanced Micro Devices,MULTIMODE DMA CONTROLLER,pmic-supervisors,21,22.96,44-LCC (J-Lead),,Active,https://rocelec.widen.net/view/pdf/43ylcrbsg6/AMDIS02360-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AM9517A-5JC/12102143,150mA,,Not Verified,Controller,,,,,,0°C ~ 70°C (TA),,,,,,4.75V ~ 5.25V
AM9517A-5JCTR,Advanced Micro Devices,MULTIMODE DMA CONTROLLER,pmic-supervisors,1500,22.96,44-LCC (J-Lead),,Active,https://rocelec.widen.net/view/pdf/43ylcrbsg6/AMDIS02360-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AM9517A-5JCTR/12101968,150mA,,Not Verified,Controller,,,,,,0°C ~ 70°C (TA),,,,,,4.75V ~ 5.25V
AM9518DC,Advanced Micro Devices,"DATA ENCRYPTION CIRCUIT, MOS, CD",pmic-supervisors,701,15.35,-,,Active,https://rocelec.widen.net/view/pdf/9shwctcxnp/AMDIS02361-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AM9518DC/15643102,,,Not Verified,,,,,,,,,,,*,,
AM9518PC,Advanced Micro Devices,"DATA ENCRYPTION CIRCUIT, MOS, PD",pmic-supervisors,562,15.35,-,,Active,https://rocelec.widen.net/view/pdf/9shwctcxnp/AMDIS02361-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AM9518PC/15642682,,,Not Verified,,,,,,,,,,,*,,
AM9568DC,Advanced Micro Devices,"DATA ENCRYPTION CIRCUIT, MOS, CD",pmic-supervisors,322,51.19,-,,Active,https://rocelec.widen.net/view/pdf/qqht6ktgsm/AMDIS02364-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AM9568DC/15644035,,,Not Verified,,,,,,,,,,,*,,
AM9590-15JC,Advanced Micro Devices,FIXED DISK CONTROLLER,pmic-supervisors,1698,99.59,68-LCC (J-Lead),,Active,https://rocelec.widen.net/view/pdf/pytpw6ytb2/AMDIS02365-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AM9590-15JC/12101706,,,Not Verified,Controller,,,,,,0°C ~ 70°C,,,,,,
AM95C76JC,Advanced Micro Devices,AM95C76 - MICROPROCESSOR CIRCUIT,pmic-supervisors,483,29.53,44-LCC (J-Lead),,Active,https://rocelec.widen.net/view/pdf/bn1m7htvi1/AMDIS02367-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AM95C76JC/12101803,50mA,,Not Verified,Controller,,,,,,0°C ~ 70°C (TA),,,,,,4.75V ~ 5.25V
AM95C94JC,Advanced Micro Devices,AM95C94 - MICROPROCESSOR CIRCUIT,pmic-supervisors,3953,57.43,68-LCC (J-Lead),,Active,https://rocelec.widen.net/view/pdf/1u0lch0q9f/AMDIS02735-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AM95C94JC/12103591,,,Not Verified,Controller,,,,,,0°C ~ 70°C,,,,,,
AMD-8131BLCFT,Advanced Micro Devices,AMD8131   BUS CONTROLLER,pmic-supervisors,4000,43.31,829-BBGA,,Active,https://rocelec.widen.net/view/pdf/tvbaxrs0tv/AMDIS01893-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AMD-8131BLCFT/12609850,,,Not Verified,Bridge,,,"PCI, Serial",,,0°C ~ 70°C,,PCI,,,,"1.14V ~ 1.26V, 1.71V ~ 1.89V, 3.135V ~ 3.465V"
AMD-8131BLCFW,Advanced Micro Devices,AMD8131   BUS CONTROLLER,pmic-supervisors,7548,32.81,829-BBGA,,Active,https://rocelec.widen.net/view/pdf/tvbaxrs0tv/AMDIS01893-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AMD-8131BLCFW/12608364,,,Not Verified,Bridge,,,"PCI, Serial",,,0°C ~ 70°C,,PCI,,,,"1.14V ~ 1.26V, 1.71V ~ 1.89V, 3.135V ~ 3.465V"
AMD-8131BLCT,Advanced Micro Devices,AMD8131   BUS CONTROLLER,pmic-supervisors,27200,32.81,829-BBGA,,Active,https://rocelec.widen.net/view/pdf/tvbaxrs0tv/AMDIS01893-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AMD-8131BLCT/12606342,,,Not Verified,Bridge,,,"PCI, Serial",,,0°C ~ 70°C,,PCI,,,,"1.14V ~ 1.26V, 1.71V ~ 1.89V, 3.135V ~ 3.465V"
