MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Grade,Logic Type,Number of Bits,Operating Temperature,Qualification,Series,Supply Voltage
74F182PC,Fairchild Semiconductor,IC LOOK CARRY GENTR 4BIT 16-PDIP,clock-timing-programmable-timers-oscillators,4091,1.24,"16-DIP (0.300"", 7.62mm)",Through Hole,Obsolete,https://rocelec.widen.net/view/pdf/ddkkh8qe92/FAIRS17299-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74F182PC/11557081,,Look-ahead Carry Generator,4,0°C ~ 70°C,,74F,4.5V ~ 5.5V
74F182SJ,Fairchild Semiconductor,IC LOOK CARRY GENTR 4BIT 16-SOP,clock-timing-programmable-timers-oscillators,9789,32.66,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://rocelec.widen.net/view/pdf/nhm6bl7qha/RSELS08073-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74F182SJ/12115401,,Look-ahead Carry Generator,4,0°C ~ 70°C,,74F,4.5V ~ 5.5V
74F283PC,Fairchild Semiconductor,IC BINARY FULL ADDER 4BIT 16PDIP,clock-timing-programmable-timers-oscillators,6360,36.44,"16-DIP (0.300"", 7.62mm)",Through Hole,Obsolete,https://rocelec.widen.net/view/pdf/lyb1rbxdwh/FAIRS32403-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74F283PC/11520155,,Binary Full Adder with Fast Carry,4,0°C ~ 70°C,,74F,4.5V ~ 5.5V
74F283SC,Fairchild Semiconductor,IC BINARY FULL ADDER 4BIT 16SOIC,clock-timing-programmable-timers-oscillators,7795,36.44,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://rocelec.widen.net/view/pdf/lyb1rbxdwh/FAIRS32403-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74F283SC/12117069,,Binary Full Adder with Fast Carry,4,0°C ~ 70°C,,74F,4.5V ~ 5.5V
74F283SJ,Fairchild Semiconductor,IC BINARY FULL ADDER 4BIT 16-SOP,clock-timing-programmable-timers-oscillators,2973,0.74,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://rocelec.widen.net/view/pdf/2vbjnj1u2d/FAIRS01394-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74F283SJ/12118016,,Binary Full Adder with Fast Carry,4,0°C ~ 70°C,,74F,4.5V ~ 5.5V
74F283SJX,Fairchild Semiconductor,IC BINARY FULL ADDER 4BIT 16-SOP,clock-timing-programmable-timers-oscillators,2000,0.74,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://rocelec.widen.net/view/pdf/2vbjnj1u2d/FAIRS01394-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74F283SJX/12116970,,Binary Full Adder with Fast Carry,4,0°C ~ 70°C,,74F,4.5V ~ 5.5V
74F381PC,onsemi,IC ARITH LOGIC UNIT 4BIT 20PDIP,clock-timing-programmable-timers-oscillators,0,1.28,"20-DIP (0.300"", 7.62mm)",Through Hole,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1151/74F381.pdf,https://www.digikey.com/en/products/detail/onsemi/74F381PC/32838,,Arithmetic Logic Unit,4,0°C ~ 70°C,,74F,4.5V ~ 5.5V
74F381SJ,"Rochester Electronics, LLC","ARITHMETIC LOGIC UNIT, F/FAST SE",clock-timing-programmable-timers-oscillators,8682,36.44,-,-,Active,https://rocelec.widen.net/view/pdf/azaplj1mcs/RSELS07209-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74F381SJ/12617343,,,,,,*,
74F382PC,onsemi,IC ARITH LOGIC UNIT 4BIT 20PDIP,clock-timing-programmable-timers-oscillators,0,3.77667,"20-DIP (0.300"", 7.62mm)",Through Hole,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/998/74F382.pdf,https://www.digikey.com/en/products/detail/onsemi/74F382PC/32840,,Arithmetic Logic Unit,4,0°C ~ 70°C,,74F,4.5V ~ 5.5V
74F382SC,Fairchild Semiconductor,IC ARITH LOGIC UNIT 4BIT 20SOIC,clock-timing-programmable-timers-oscillators,396,3.2,"20-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://rocelec.widen.net/view/pdf/ljgbcoyhgo/FAIRS44136-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74F382SC/12124536,,Arithmetic Logic Unit,4,0°C ~ 70°C,,74F,4.5V ~ 5.5V
74F583PC,Fairchild Semiconductor,IC BINARY FULL ADDER 4BIT 16PDIP,clock-timing-programmable-timers-oscillators,3713,7.0,"16-DIP (0.300"", 7.62mm)",Through Hole,Obsolete,https://rocelec.widen.net/view/pdf/celhsmw1lx/FAIRS01420-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74F583PC/11509711,,Binary Full Adder,4,0°C ~ 70°C,,74F,4.5V ~ 5.5V
74F583SC,Fairchild Semiconductor,IC BINARY FULL ADDER 4BIT 16SOIC,clock-timing-programmable-timers-oscillators,1025,2.94,"16-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://rocelec.widen.net/view/pdf/celhsmw1lx/FAIRS01420-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74F583SC/12120041,,Binary Full Adder,4,0°C ~ 70°C,,74F,4.5V ~ 5.5V
74F588PC,onsemi,GPIB COMPATIBLE OCTAL TRANSCEIV,clock-timing-programmable-timers-oscillators,0,5.67,"16-DIP (0.300"", 7.62mm)",Through Hole,Obsolete,,https://www.digikey.com/en/products/detail/onsemi/74F588PC/32725,,,8,0°C ~ 70°C,,74F,4.5V ~ 5.5V
74GTLP2034DGGRE4,Texas Instruments,IC LVTTL/GTLP TRX 8BIT 48-TSSOP,clock-timing-programmable-timers-oscillators,0,4.45919,"48-TFSOP (0.240"", 6.10mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/792/sn74gtlp2034%5B1%5D.pdf,https://www.digikey.com/en/products/detail/texas-instruments/74GTLP2034DGGRE4/1688697,,LVTTL-TO-GTLP Adjustable-Edge-Rate Registered Transceiver,8,-40°C ~ 85°C,,74GTLP,3.15V ~ 3.45V
74GTLP22034DGGRE4,Texas Instruments,IC LVTTL/GTLP TRX 8BIT 48-TSSOP,clock-timing-programmable-timers-oscillators,0,4.45919,"48-TFSOP (0.240"", 6.10mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1139/sn74gtlp22034%5B1%5D.pdf,https://www.digikey.com/en/products/detail/texas-instruments/74GTLP22034DGGRE4/1688703,,LVTTL-TO-GTLP Adjustable-Edge-Rate Registered Transceiver,8,-40°C ~ 85°C,,74GTLP,3.15V ~ 3.45V
"74HC283D,652",NXP USA Inc.,IC BINARY FULL ADDER 4BIT 16-SO,clock-timing-programmable-timers-oscillators,0,0.0,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/853/74HC283.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/74HC283D-652/1230268,,Binary Full Adder with Fast Carry,4,-40°C ~ 125°C,,74HC,2V ~ 6V
"74HC283D,653",NXP USA Inc.,IC BINARY FULL ADDER 4BIT 16-SO,clock-timing-programmable-timers-oscillators,0,0.0,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/853/74HC283.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/74HC283D-653/1230270,,Binary Full Adder with Fast Carry,4,-40°C ~ 125°C,,74HC,2V ~ 6V
74HC283D/AUJ,NXP USA Inc.,IC BINARY FULL ADDER 4BIT 16-SO,clock-timing-programmable-timers-oscillators,0,0.0,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/853/74HC283.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/74HC283D-AUJ/4288423,,Binary Full Adder with Fast Carry,4,-40°C ~ 125°C,,74HC,2V ~ 6V
"74HC283DB,112",NXP USA Inc.,IC BINARY FULL ADDER 4BIT 16SSOP,clock-timing-programmable-timers-oscillators,0,0.0,"16-SSOP (0.209"", 5.30mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/853/74HC283.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/74HC283DB-112/1022935,,Binary Full Adder with Fast Carry,4,-40°C ~ 125°C,,74HC,2V ~ 6V
"74HC283DB,118",NXP USA Inc.,IC BINARY FULL ADDER 4BIT 16SSOP,clock-timing-programmable-timers-oscillators,0,0.0,"16-SSOP (0.209"", 5.30mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/853/74HC283.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/74HC283DB-118/1230269,,Binary Full Adder with Fast Carry,4,-40°C ~ 125°C,,74HC,2V ~ 6V
74HC283FP-E,Renesas Electronics Corporation,74HC283 4 BIT BINARY FULL ADDER,clock-timing-programmable-timers-oscillators,2877,1.14,-,-,Active,https://rocelec.widen.net/view/pdf/gmuxqmihcv/RNCCS19313-1.pdf,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74HC283FP-E/12608198,,,,,,*,
74HC283FPEL-E,Renesas Electronics Corporation,74HC283 4 BIT BINARY FULL ADDER,clock-timing-programmable-timers-oscillators,6000,1.14,-,-,Active,https://rocelec.widen.net/view/pdf/gmuxqmihcv/RNCCS19313-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74HC283FPEL-E/12602279,,,,,,*,
"74HC283N,652",Nexperia USA Inc.,IC BINARY FULL ADDER 4BIT 16-DIP,clock-timing-programmable-timers-oscillators,4835,1.95,"16-DIP (0.300"", 7.62mm)",Through Hole,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/853/74HC283.pdf,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74HC283N-652/11509794,,Binary Full Adder with Fast Carry,4,-40°C ~ 125°C,,74HC,2V ~ 6V
74HC283P-E,Renesas Electronics Corporation,74HC283 4 BIT BINARY FULL ADDER,clock-timing-programmable-timers-oscillators,1000,1.14,-,-,Active,https://rocelec.widen.net/view/pdf/1zleffavp1/74HC283.pdf,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74HC283P-E/12608201,,,,,,*,
"74HC283PW,112",NXP USA Inc.,IC BINARY FULL ADDR 4BIT 16TSSOP,clock-timing-programmable-timers-oscillators,0,0.0,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/853/74HC283.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/74HC283PW-112/1230272,,Binary Full Adder with Fast Carry,4,-40°C ~ 125°C,,74HC,2V ~ 6V
"74HC283PW,118",NXP USA Inc.,IC BINARY FULL ADDR 4BIT 16TSSOP,clock-timing-programmable-timers-oscillators,0,0.0,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/853/74HC283.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/74HC283PW-118/1230273,,Binary Full Adder with Fast Carry,4,-40°C ~ 125°C,,74HC,2V ~ 6V
74LS681N,"Rochester Electronics, LLC",74LS681N,clock-timing-programmable-timers-oscillators,1964,32.66,-,-,Active,https://rocelec.widen.net/view/pdf/4stgtaca0g/RE_DSHEET_74LS681N-ROCS.pdf?t.download=true&u=h6ohhb,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74LS681N/12710799,,,,,,*,
74LVC161284DGGRG4,Texas Instruments,IC IEEE STD 1284 TX 19BT 48TSSOP,clock-timing-programmable-timers-oscillators,0,0.72118,"48-TFSOP (0.240"", 6.10mm Width)",Surface Mount,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/texas-instruments/74LVC161284DGGRG4/1688727,,IEEE STD 1284 Translation Transceiver,19,0°C ~ 70°C,,74LVC,3V ~ 3.6V
74LVC161284DLRG4,Texas Instruments,IC IEEE STD 1284 TX 19BIT 48SSOP,clock-timing-programmable-timers-oscillators,0,0.77593,"48-BSSOP (0.295"", 7.50mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/697/SN74LVC161284.pdf,https://www.digikey.com/en/products/detail/texas-instruments/74LVC161284DLRG4/1688728,,IEEE STD 1284 Translation Transceiver,19,0°C ~ 70°C,,74LVC,3V ~ 3.6V
74LVC161284TTR,STMicroelectronics,IC IEEE STD 1284 TX 19BT 48TSSOP,clock-timing-programmable-timers-oscillators,191,3.45,"48-TFSOP (0.240"", 6.10mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1/74LVC161284.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/74LVC161284TTR/585599,,IEEE STD 1284 Translation Transceiver,19,-40°C ~ 85°C,,74LVC,3V ~ 3.6V
74LVC1GX04DCKRE4,Texas Instruments,IC CRYSTAL OSC DRVR 1BIT SC-70-6,clock-timing-programmable-timers-oscillators,0,0.42851,"6-TSSOP, SC-88, SOT-363",Surface Mount,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/texas-instruments/74LVC1GX04DCKRE4/1688812,,Crystal Oscillator Driver,1,-40°C ~ 125°C (TA),,74LVC,1.65V ~ 5.5V
74LVC1GX04DCKTG4,Texas Instruments,IC CRYSTAL OSC DRVR 1BIT SC-70-6,clock-timing-programmable-timers-oscillators,0,0.60824,"6-TSSOP, SC-88, SOT-363",Surface Mount,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/texas-instruments/74LVC1GX04DCKTG4/1895486,,Crystal Oscillator Driver,1,-40°C ~ 125°C (TA),,74LVC,1.65V ~ 5.5V
"74LVC1GX04GV,125",Nexperia USA Inc.,IC CRYSTAL OSC DRVR 1BIT 6-TSOP,clock-timing-programmable-timers-oscillators,3144,0.5,"SC-74, SOT-457",Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/74LVC1GX04.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/74LVC1GX04GV-125/1023285,,Crystal Oscillator Driver,1,-40°C ~ 125°C,,74LVC,1.65V ~ 5.5V
74LVC1GX04GV-Q100H,Nexperia USA Inc.,IC INVERT/X-TAL DRVR 1BIT 6-TSOP,clock-timing-programmable-timers-oscillators,0,0.61,"SC-74, SOT-457",Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/74LVC1GX04_Q100.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/74LVC1GX04GV-Q100H/4289017,Automotive,"Inverter, X-Tal Driver",1,-40°C ~ 125°C,AEC-Q100,74LVC,1.65V ~ 5.5V
"74LVC1GX04GW,125",Nexperia USA Inc.,IC CRYSTAL OSC DRVR 1BIT 6-TSSOP,clock-timing-programmable-timers-oscillators,13760,0.42,"6-TSSOP, SC-88, SOT-363",Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/74LVC1GX04.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/74LVC1GX04GW-125/1023286,,Crystal Oscillator Driver,1,-40°C ~ 125°C,,74LVC,1.65V ~ 5.5V
74LVC1GX04GW-Q100H,Nexperia USA Inc.,IC CRYSTAL OSC DRVR 1BIT 6-TSSOP,clock-timing-programmable-timers-oscillators,0,0.23485,"6-TSSOP, SC-88, SOT-363",Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/74LVC1GX04_Q100.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/74LVC1GX04GW-Q100H/4289018,Automotive,Crystal Oscillator Driver,1,-40°C ~ 125°C,AEC-Q100,74LVC,1.65V ~ 5.5V
74LVCE161284DLRG4,Texas Instruments,IC IEEE STD 1284 TX 19BIT 48SSOP,clock-timing-programmable-timers-oscillators,0,1.6933,"48-BSSOP (0.295"", 7.50mm Width)",Surface Mount,Discontinued at DigiKey,https://www.ti.com/lit/ds/symlink/sn74lvce161284.pdf,https://www.digikey.com/en/products/detail/texas-instruments/74LVCE161284DLRG4/1688848,,IEEE STD 1284 Translation Transceiver,19,0°C ~ 70°C,,74LVCE,3V ~ 3.6V
74LVCZ161284ATTR,STMicroelectronics,IC IEEE STD 1284 TX 19BT 48TSSOP,clock-timing-programmable-timers-oscillators,0,1.866,"48-TFSOP (0.240"", 6.10mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1/74LVCZ161284A.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/74LVCZ161284ATTR/585603,,IEEE STD 1284 Translation Transceiver,19,-40°C ~ 85°C,,74LVCZ,3V ~ 3.6V
74LVTH182504APMG4,Texas Instruments,IC ABT SCN TST DEV 20BIT 64LQFP,clock-timing-programmable-timers-oscillators,0,5.07344,64-LQFP,Surface Mount,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/texas-instruments/74LVTH182504APMG4/1689002,,ABT Scan Test Device With Universal Bus Transceivers,20,-40°C ~ 85°C,,74LVTH,2.7V ~ 3.6V
74LVX161284AMTX,onsemi,IC IEEE STD 1284 TX 8BIT 48TSSOP,clock-timing-programmable-timers-oscillators,0,0.62441,"48-TFSOP (0.240"", 6.10mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1104/74LVX161284A.pdf,https://www.digikey.com/en/products/detail/onsemi/74LVX161284AMTX/974919,,IEEE STD 1284 Translation Transceiver,8,-40°C ~ 85°C,,74LVX,3V ~ 3.6V
74LVX161284MEA,onsemi,IC IEEE STD 1284 TRX 8BIT 48SSOP,clock-timing-programmable-timers-oscillators,0,0.0,"48-BSSOP (0.295"", 7.50mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/306/74LVX161284.pdf,https://www.digikey.com/en/products/detail/onsemi/74LVX161284MEA/974109,,IEEE STD 1284 Translation Transceiver,8,-40°C ~ 85°C,,74LVX,3V ~ 3.6V
74LVX161284MEAX,onsemi,IC IEEE STD 1284 TRX 8BIT 48SSOP,clock-timing-programmable-timers-oscillators,0,0.0,"48-BSSOP (0.295"", 7.50mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/306/74LVX161284.pdf,https://www.digikey.com/en/products/detail/onsemi/74LVX161284MEAX/974920,,IEEE STD 1284 Translation Transceiver,8,-40°C ~ 85°C,,74LVX,3V ~ 3.6V
74LVX161284MTD,Fairchild Semiconductor,IC IEEE STD 1284 TX 8BIT 48TSSOP,clock-timing-programmable-timers-oscillators,747,0.88,"48-TFSOP (0.240"", 6.10mm Width)",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/zpcxv4ezv7/FAIRS34834-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74LVX161284MTD/11514378,,IEEE STD 1284 Translation Transceiver,8,-40°C ~ 85°C,,74LVX,3V ~ 3.6V
74LVX161284MTDX,onsemi,IC IEEE STD 1284 TX 8BIT 48TSSOP,clock-timing-programmable-timers-oscillators,0,0.0,"48-TFSOP (0.240"", 6.10mm Width)",Surface Mount,Obsolete,https://www.onsemi.com/pub/Collateral/74LVX161284-D.pdf,https://www.digikey.com/en/products/detail/onsemi/74LVX161284MTDX/974921,,IEEE STD 1284 Translation Transceiver,8,-40°C ~ 85°C,,74LVX,3V ~ 3.6V
74SSTU32866BBFG,Renesas Electronics Corporation,IC CONF REG BUF 25-14BIT 96CABGA,clock-timing-programmable-timers-oscillators,0,3.518,96-LFBGA,Surface Mount,Obsolete,https://www.renesas.com/us/en/document/dst/74sstu32866b-datasheet,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/74SSTU32866BBFG/2017905,,"1:1, 1:2 Configurable Registered Buffer with Parity","25, 14",0°C ~ 70°C,,,1.7V ~ 1.9V
74SSTU32866BBFG8,Renesas Electronics Corporation,IC CONF REG BUF 25-14BIT 96CABGA,clock-timing-programmable-timers-oscillators,0,3.22776,96-LFBGA,Surface Mount,Obsolete,https://www.renesas.com/us/en/document/dst/74sstu32866b-datasheet,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/74SSTU32866BBFG8/2017906,,"1:1, 1:2 Configurable Registered Buffer with Parity","25, 14",0°C ~ 70°C,,,1.7V ~ 1.9V
74SSTUB32864AZKER,Texas Instruments,IC CONFI REG BUF 25-14BIT 96PBGA,clock-timing-programmable-timers-oscillators,2000,7.5,96-LFBGA,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/74SSTUB32864AZKER/12612390,,"1:1, 1:2 Configurable Registered Buffer","25, 14",0°C ~ 70°C,,74SSTUB,1.7V ~ 1.9V
74SSTUB32865AZJBR,Texas Instruments,IC REGSTR BUFFER 28BIT 160-NFBGA,clock-timing-programmable-timers-oscillators,0,0.0,160-TFBGA,Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/605/74SSTUB32865A.pdf,https://www.digikey.com/en/products/detail/texas-instruments/74SSTUB32865AZJBR/1895570,,1:2 Registered Buffer with Parity,28,-40°C ~ 85°C,,74SSTUB,1.7V ~ 1.9V
74SSTUB32865ZJBR,Texas Instruments,IC REGSTR BUFFER 28BIT 160-NFBGA,clock-timing-programmable-timers-oscillators,0,9.45941,160-TFBGA,Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/991/74SSTUB32865.pdf,https://www.digikey.com/en/products/detail/texas-instruments/74SSTUB32865ZJBR/1895571,,1:2 Registered Buffer with Parity,28,-40°C ~ 85°C,,74SSTUB,1.7V ~ 1.9V
74SSTUB32866AZKER,Texas Instruments,IC CONFI REG BUF 25-14BIT 96PBGA,clock-timing-programmable-timers-oscillators,0,9.03,96-LFBGA,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/74SSTUB32866AZKER/1241931,,"1:1, 1:2 Configurable Registered Buffer with Parity","25, 14",-40°C ~ 85°C,,74SSTUB,1.7V ~ 1.9V
74SSTUB32868AZRHR,Texas Instruments,IC CONFIG REG BUF 28BIT 176NFBGA,clock-timing-programmable-timers-oscillators,2000,14.168,176-TFBGA,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/74SSTUB32868AZRHR/1649189,,1:2 Configurable Registered Buffer with Parity,28,-40°C ~ 85°C,,74SSTUB,1.7V ~ 1.9V
74SSTUB32868ZRHR,Texas Instruments,IC CONFIG REG BUF 28BIT 176NFBGA,clock-timing-programmable-timers-oscillators,0,14.168,176-TFBGA,Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/916/74SSTUB32868.pdf,https://www.digikey.com/en/products/detail/texas-instruments/74SSTUB32868ZRHR/1666232,,1:2 Configurable Registered Buffer with Parity,28,-40°C ~ 85°C,,74SSTUB,1.7V ~ 1.9V
74SSTUBF32865ABKG,Renesas Electronics Corporation,IC REGSTR BUFFER 28BIT 160-CABGA,clock-timing-programmable-timers-oscillators,0,3.37697,160-LFBGA,Surface Mount,Obsolete,https://www.renesas.com/us/en/document/dst/74sstubf32865a-datasheet,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/74SSTUBF32865ABKG/1915995,,1:2 Registered Buffer with Parity,28,0°C ~ 70°C,,,1.7V ~ 1.9V
74SSTUBF32865ABKG8,Renesas Electronics Corporation,IC REGSTR BUFFER 28BIT 160-CABGA,clock-timing-programmable-timers-oscillators,0,2.99744,160-LFBGA,Surface Mount,Obsolete,https://www.renesas.com/us/en/document/dst/74sstubf32865a-datasheet,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/74SSTUBF32865ABKG8/2017917,,1:2 Registered Buffer with Parity,28,0°C ~ 70°C,,,1.7V ~ 1.9V
74SSTUBF32866BBFG,Renesas Electronics Corporation,IC CONF REG BUF 25-14BIT 96CABGA,clock-timing-programmable-timers-oscillators,0,0.0,96-LFBGA,Surface Mount,Obsolete,https://www.renesas.com/us/en/document/dst/74sstubf32866b-datasheet,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/74SSTUBF32866BBFG/1915996,,"1:1, 1:2 Configurable Registered Buffer with Parity","25, 14",0°C ~ 70°C,,,1.7V ~ 1.9V
